Proptype,Locality,Count,lat,lng,ROI
RUMAH BERKEMBAR,"CANARY GARDEN @ BANDAR BESTARI, KLANG",18,2.961028,101.466148,49.33668452
RUMAH BERKEMBAR,"CASTLEFIELD GARDEN, KUALA LUMPUR",10,3.069509,101.705586,31.42597708
RUMAH BERKEMBAR,"CHANGKAT KIARA, KUALA LUMPUR",59,3.18423,101.6611409,22.4957351
RUMAH BERKEMBAR,"CYBERJAYA (EVERGREEN GARDEN RESIDENCE), SEPANG",124,2.9462054,101.668141,8.587270006
RUMAH BERKEMBAR,"CYBERJAYA (PERDANA LAKE VIEW), SEPANG",10,2.916878,101.6691001,-25.71282196
RUMAH BERKEMBAR,"D' ALPINIA, SEPANG",92,2.978875,101.6535521,34.19537159
RUMAH BERKEMBAR,"DAMANSARA HEIGHTS (BUKIT DAMANSARA), KUALA LUMPUR",142,3.149137,101.653394,8.796090451
RUMAH BERKEMBAR,"DAMANSARA IDAMAN, PETALING",17,3.12178,101.591991,22.28415656
RUMAH BERKEMBAR,"DAMANSARA INDAH RESORT HOMES, PETALING",124,3.1441541,101.5891462,18.76165516
RUMAH BERKEMBAR,"DAMANSARA LAGENDA, PETALING",38,3.12519,101.5934018,26.0495495
RUMAH BERKEMBAR,"DANAU DESA, KUALA LUMPUR",22,3.099568,101.6864579,28.48415657
RUMAH BERKEMBAR,"DATARAN PANDAN PRIMA, ULU LANGAT",38,3.1429501,101.7417065,20.57936657
RUMAH BERKEMBAR,"DENAI ALAM SHAH ALAM, PETALING",11,3.1611843,101.5104576,26.17738156
RUMAH BERKEMBAR,"DESA ALAM RIA, HULU SELANGOR",17,3.466467,101.6599489,35.83883447
RUMAH BERKEMBAR,"DESA BESTARI SEPANG, SEPANG",21,2.802522,101.747956,33.5671053
RUMAH BERKEMBAR,"DESA BUKIT BUJANG, HULU SELANGOR",65,3.535095,101.658897,35.07311277
RUMAH BERKEMBAR,"DESA KIAMBANG HULU SELANGOR, HULU SELANGOR",78,3.3631406,101.5916444,28.33694028
RUMAH BERKEMBAR,"DESA MELOR, HULU SELANGOR",112,3.363008,101.6267591,39.06157739
RUMAH BERKEMBAR,"DESA MUTIARA SALAK (LABU), SEPANG",27,2.797454,101.7299362,32.57068852
RUMAH BERKEMBAR,"DESA PARK CITY (LEVENUE), KUALA LUMPUR",30,3.1878445,101.6246641,30.82011438
RUMAH BERKEMBAR,"DESA PARK CITY (RIDGEWOOD), KUALA LUMPUR",19,3.186244,101.6299321,22.3700055
RUMAH BERKEMBAR,"DESA PINGGIRAN PUTRA, SEPANG",102,2.907162,101.708878,30.31577284
RUMAH BERKEMBAR,"DESA RENING, HULU SELANGOR",26,3.5157651,101.6477787,18.28191734
RUMAH BERKEMBAR,"DESA SALAK DAMAI (P/LOT 1634 MK LABU), SEPANG",10,2.796637,101.7332989,42.1191454
RUMAH BERKEMBAR,"DESA SAUJANA, SEPANG",35,2.911036,101.7360889,31.50641983
RUMAH BERKEMBAR,"DESA SETIA MURNI, SEPANG",14,2.7963333,101.7259449,36.42032158
RUMAH BERKEMBAR,"DESA SINAR SALAK, SEPANG",20,2.797749,101.7333659,1.091198448
RUMAH BERKEMBAR,"DESA SURADA, ULU LANGAT",26,2.9698946,101.7674226,38.67734719
RUMAH BERKEMBAR,"DESA TIARA, KUALA LUMPUR",23,3.079903,101.688467,32.54016456
RUMAH BERKEMBAR,"DESA VILLA MERAB, SEPANG",12,2.9370969,101.7464367,22.70894431
RUMAH BERKEMBAR,"D'ISLAND RESIDENCE, SEPANG",28,2.9596939,101.6029795,13.37922454
RUMAH BERKEMBAR,"DUTA NUSANTARA, KUALA LUMPUR",69,3.167803,101.6668508,15.7316438
RUMAH BERKEMBAR,"D'VILLA (SEKSYEN 11), PETALING",15,3.07411,101.52878,32.8427652
RUMAH BERKEMBAR,"D'VILLA SEKSYEN 11, PETALING",12,3.07411,101.52878,16.93785711
RUMAH BERKEMBAR,"EAST PARK 72, ULU LANGAT",15,3.048201,101.79036,-15.60971695
RUMAH BERKEMBAR,"GLENHILL SAUJANA, PETALING",53,3.101371,101.578882,24.7718474
RUMAH BERKEMBAR,"GLENMARIE COVE, KLANG",126,2.975207,101.4070169,26.27639106
RUMAH BERKEMBAR,"GLENMARIE INDUSTRIAL PARK, PETALING",130,3.08681,101.562673,21.00439333
RUMAH BERKEMBAR,"GOOD VIEW, ULU LANGAT",28,3.1120301,101.826896,15.09094781
RUMAH BERKEMBAR,"GREEN HILL RESIDENCE (KEDIAMAN), PETALING",14,3.150316,101.4820049,-28.22442807
RUMAH BERKEMBAR,"HAPPY GARDEN, KUALA LUMPUR",46,3.084682,101.684641,28.01575544
RUMAH BERKEMBAR,"HILL PARK HOME, ULU LANGAT",11,2.9547387,101.8160368,33.40696433
RUMAH BERKEMBAR,"IDAMAN HILLS, GOMBAK",24,3.255839,101.6419219,41.25371762
RUMAH BERKEMBAR,"IDAMANSARA, KUALA LUMPUR",36,3.150444,101.6674402,12.0735309
RUMAH BERKEMBAR,"INDAH GEMILANG, GOMBAK",13,3.256004,101.6963842,43.62782791
RUMAH BERKEMBAR,"JADE HILLS, ULU LANGAT",36,2.9960222,101.7558737,8.425656231
RUMAH BERKEMBAR,"JALAN CHERAS, KUALA LUMPUR",14,3.1067717,101.7309462,42.26761612
RUMAH BERKEMBAR,"JELUTONG VILLA, KUALA LUMPUR",13,3.148041,101.6705182,16.15251629
RUMAH BERKEMBAR,"JLN TELOK GADUNG, KLANG",21,3.0357262,101.4210683,24.09018865
RUMAH BERKEMBAR,"KAJANG 2, ULU LANGAT",22,2.9665536,101.7972938,21.11809893
RUMAH BERKEMBAR,"KAJANG PRIMA, ULU LANGAT",11,2.97932,101.813679,35.98557947
RUMAH BERKEMBAR,"KAMPUNG BARU AIR PANAS, KUALA LUMPUR",12,3.19153,101.720965,16.64877311
RUMAH BERKEMBAR,"KAMPUNG BARU JINJANG SELATAN, KUALA LUMPUR",10,3.200629,101.6594651,21.81804666
RUMAH BERKEMBAR,"KAMPUNG BARU JINJANG UTARA, KUALA LUMPUR",23,3.1630505,101.706183,34.59453543
RUMAH BERKEMBAR,"KAMPUNG LOMBONG, KUALA LANGAT",15,2.968965,101.5565699,29.23312467
RUMAH BERKEMBAR,"KAMPUNG MELAYU BT 7, KLANG",30,2.9724694,101.5165258,33.12636301
RUMAH BERKEMBAR,"KAMPUNG SUNGAI KAYU ARA, PETALING",20,3.1331388,101.6121842,28.36702106
RUMAH BERKEMBAR,"KELAB GOLF SULTAN ABD AZIZ, PETALING",23,3.0904925,101.5346027,34.65524594
RUMAH BERKEMBAR,"KEMENSAH MEWAH, GOMBAK",20,3.215369,101.7625478,-11.79171492
RUMAH BERKEMBAR,"KEMUNING GREEN HILLS 2, KLANG",43,2.991559,101.5201501,28.56697817
RUMAH BERKEMBAR,"KEMUNING UTAMA, KLANG",257,3.0186609,101.5368831,32.58886169
RUMAH BERKEMBAR,"KIARA VIEW, KUALA LUMPUR",88,3.160648,101.644736,15.51166191
RUMAH BERKEMBAR,"KIARA VIEW SG PENCHALA REZAB MELAYU, KUALA LUMPUR",71,3.1514316,101.6314651,0.254917966
RUMAH BERKEMBAR,"KINRARA RESIDENCE, PETALING",51,3.02999,101.6718851,2.150244638
RUMAH BERKEMBAR,"KIPARK PUCHONG, SEPANG",35,2.977346,101.6397968,26.93401089
RUMAH BERKEMBAR,"KOTA BAYU EMAS, KLANG",23,2.9776274,101.4512446,28.26382215
RUMAH BERKEMBAR,"KOTA EMERALD, GOMBAK",197,3.315936,101.5578461,26.55095231
RUMAH BERKEMBAR,"KOTA KEMUNING, KLANG",215,2.992505,101.54146,24.91064108
RUMAH BERKEMBAR,"KOTA WARISAN, SEPANG",178,2.824222,101.6958172,32.20582904
RUMAH BERKEMBAR,"LAMAN RESIDENCE, KUALA LUMPUR",86,3.2280958,101.6679044,34.16910634
RUMAH BERKEMBAR,"LAMAN RIMBUNAN, KUALA LUMPUR",108,3.210934,101.6503628,0.841432609
RUMAH BERKEMBAR,"LUCKY GARDEN (JLN BANGSAR), KUALA LUMPUR",32,3.1239464,101.6771798,33.29919715
RUMAH BERKEMBAR,"MESRA TERRACE, KUALA LUMPUR",44,3.1801112,101.6560586,24.12421113
RUMAH BERKEMBAR,"MILLION GARDEN, KUALA LUMPUR",12,3.1823231,101.6817886,27.75943473
RUMAH BERKEMBAR,"MONTEREZ GOLF & COUNTRY CLUB, PETALING",11,3.1368677,101.5169914,27.3654171
RUMAH BERKEMBAR,"MUTIARA DAMANSARA, PETALING",59,3.160611,101.6121892,29.30893709
RUMAH BERKEMBAR,"MUTIARA SEPUTEH, KUALA LUMPUR",45,3.1155675,101.6893953,21.97075219
RUMAH BERKEMBAR,"OFF JLN KAPAR, KLANG",17,3.0841324,101.4041065,42.37752952
RUMAH BERKEMBAR,"OFF JLN MERU, KLANG",19,3.0925079,101.4439556,34.00690335
RUMAH BERKEMBAR,"OFF JLN SUNGAI PUTUS, KLANG",21,3.0698718,101.4377544,32.84639263
RUMAH BERKEMBAR,"ONE SIERRA, GOMBAK",28,3.263373,101.6482008,8.236712293
RUMAH BERKEMBAR,"OVERSEAS UNION GARDEN, KUALA LUMPUR",47,3.0830739,101.6712698,35.36705457
RUMAH BERKEMBAR,"PANDAMARAN NEW VILLAGE, KLANG",12,3.043009,101.440612,34.62329354
RUMAH BERKEMBAR,"PERUMAHAN KINRARA, PETALING",250,3.0466,101.64675,24.01548512
RUMAH BERKEMBAR,"PJS 9 BANDAR SUNWAY, PETALING",28,3.06649,101.61202,23.60470146
RUMAH BERKEMBAR,"P/L 5343 PULAU INDAH, KLANG",26,2.9490389,101.3317605,-2.949310355
RUMAH BERKEMBAR,"P/L 851 OFF JLN SG PUTUS, KLANG",10,3.0698718,101.4377544,47.24849276
RUMAH BERKEMBAR,"P/LOT 2712, SEPANG",11,2.691369,101.7505271,78.35847004
RUMAH BERKEMBAR,"P/LOT 998, SEPANG",21,2.691369,101.7505271,19.63791111
RUMAH BERKEMBAR,"PRIMA UKAY, GOMBAK",31,3.217687,101.7595811,27.02994845
RUMAH BERKEMBAR,"PRIMA VILLA ( SAUJANA MELAWATI ), GOMBAK",19,3.2174051,101.7590887,28.19366925
RUMAH BERKEMBAR,"PRIMA VILLE, GOMBAK",21,3.322768,101.5932791,32.24398477
RUMAH BERKEMBAR,"PUCHONG HARTAMAS, PETALING",11,3.003026,101.625138,19.97648049
RUMAH BERKEMBAR,"PULAU INDAH, KLANG",32,2.9490389,101.3317605,30.10299199
RUMAH BERKEMBAR,"PUNCAK ALAM, KUALA SELANGOR",97,3.2284177,101.4282369,-92.02520277
RUMAH BERKEMBAR,"PUNCAK PERDANA ULU LANGAT, ULU LANGAT",16,3.047383,101.7653609,24.72116638
RUMAH BERKEMBAR,"PUNCAK SAUJANA, ULU LANGAT",10,3.0168734,101.8143449,16.90129353
RUMAH BERKEMBAR,"PUNCAK UTAMA, ULU LANGAT",15,2.998991,101.744991,28.93620146
RUMAH BERKEMBAR,"PUTRAJAYA PRECINCT 8, PUTRAJAYA",56,2.9307556,101.681507,29.64501483
RUMAH BERKEMBAR,"PUTRAJAYA PRECINT 10, PUTRAJAYA",14,2.948322,101.6878601,20.59607268
RUMAH BERKEMBAR,"PUTRAJAYA PRECINT 11, PUTRAJAYA",46,2.958881,101.678756,28.15484159
RUMAH BERKEMBAR,"PUTRAJAYA PRECINT 14, PUTRAJAYA",57,2.9504047,101.7205307,29.82341833
RUMAH BERKEMBAR,"PUTRAJAYA PRECINT 16, PUTRAJAYA",23,2.932082,101.703771,22.28601801
RUMAH BERKEMBAR,"PUTRAJAYA PRECINT 9, PUTRAJAYA",19,2.942067,101.6773679,7.498681262
RUMAH BERKEMBAR,"PUTRAJAYA PRESINT 11, PUTRAJAYA",40,2.958881,101.678756,25.10507456
RUMAH BERKEMBAR,"PUTRAJAYA PRESINT 14, PUTRAJAYA",18,2.9504047,101.7205307,32.84760211
RUMAH BERKEMBAR,"PUTRAJAYA PRESINT 15, PUTRAJAYA",324,2.93643,101.7170251,15.60375715
RUMAH BERKEMBAR,"PUTRAJAYA PRESINT 18, PUTRAJAYA",130,2.919605,101.6960299,26.68467712
RUMAH BERKEMBAR,"PUTRAJAYA PRESINT 8, PUTRAJAYA",71,2.9300421,101.6804015,11.26538514
RUMAH BERKEMBAR,"RIVER VIEW KEMENSAH (TAMAN MELAWATI), GOMBAK",36,3.209652,101.7518389,9.298677219
RUMAH BERKEMBAR,"SALAK SOUTH GARDEN, KUALA LUMPUR",35,3.082905,101.6962898,30.02954446
RUMAH BERKEMBAR,"SAUJANA IMPIAN, ULU LANGAT",89,3.012899,101.7906451,15.17800805
RUMAH BERKEMBAR,"SAUJANA MELAWATI, GOMBAK",10,3.2174051,101.7590887,15.6084402
RUMAH BERKEMBAR,"SAUJANA SUBANG, PETALING",42,3.108514,101.5761211,25.75660583
RUMAH BERKEMBAR,"SEK 11 SHAH ALAM, PETALING",18,3.07411,101.52878,33.66742371
RUMAH BERKEMBAR,"SEK 13 SHAH ALAM, PETALING",193,3.08205,101.5388921,26.88700884
RUMAH BERKEMBAR,"SEK 15 BANDAR BARU BANGI, ULU LANGAT",16,2.9303632,101.7685975,8.478253881
RUMAH BERKEMBAR,"SEK 16 PETALING JAYA, PETALING",21,3.123992,101.6437702,8.831624253
RUMAH BERKEMBAR,"SEK 17 PETALING JAYA, PETALING",51,3.1238708,101.6342658,24.97292532
RUMAH BERKEMBAR,"SEK 19 PETALING JAYA, PETALING",11,3.1140968,101.6285767,35.32000295
RUMAH BERKEMBAR,"SEK 1 BANDAR BARU BANGI, ULU LANGAT",13,2.94673,101.7714391,24.61758311
RUMAH BERKEMBAR,"SEK 1 & SEK 1A PETALING JAYA, PETALING",16,37.0597217,-95.7117973,25.34757982
RUMAH BERKEMBAR,"SEK 21 28 BANDAR KLANG, KLANG",27,3.0410722,101.4509506,30.16910922
RUMAH BERKEMBAR,"SEK 25 SHAH ALAM (T SERI MUDA), KLANG",33,3.03321,101.5383301,39.80500884
RUMAH BERKEMBAR,"SEK 27 SHAH ALAM, PETALING",90,3.023649,101.5710836,31.00394481
RUMAH BERKEMBAR,"SEK 3 BANDAR BARU BANGI, ULU LANGAT",41,2.939259,101.775388,20.16062232
RUMAH BERKEMBAR,"SEK 3 PETALING JAYA, PETALING",35,3.1111663,101.6324312,23.69853473
RUMAH BERKEMBAR,"SEK 4 PETALING JAYA, PETALING",10,3.091262,101.6448592,31.02156115
RUMAH BERKEMBAR,"SEK 5 PETALING JAYA, PETALING",48,3.082985,101.515766,32.04041924
RUMAH BERKEMBAR,"SEK 6 BANDAR BARU BANGI, ULU LANGAT",52,2.957007,101.775888,28.38826918
RUMAH BERKEMBAR,"SEK 6 PETALING JAYA, PETALING",38,3.08407,101.50978,35.25040215
RUMAH BERKEMBAR,"SEK 7 BANDAR BARU BANGI, ULU LANGAT",22,2.968226,101.7732128,27.39656684
RUMAH BERKEMBAR,"SEK 7 SHAH ALAM, PETALING",118,3.0741068,101.4922193,22.34295078
RUMAH BERKEMBAR,"SEK 8 PETALING JAYA, PETALING",19,3.0978248,101.6392806,0.46371914
RUMAH BERKEMBAR,"SEK 8 SHAH ALAM, PETALING",21,3.089848,101.5078201,33.65729194
RUMAH BERKEMBAR,"SEK 9 SHAH ALAM, PETALING",57,3.08333,101.527614,15.59994648
RUMAH BERKEMBAR,"SEKSYEN 11 KOTA DAMANSARA, PETALING",45,3.159074,101.5953502,23.40152257
RUMAH BERKEMBAR,"SEKSYEN 29 SHAH ALAM, KLANG",30,3.173131,101.5138012,42.01423901
RUMAH BERKEMBAR,"SEKSYEN 30, KLANG",18,2.979019,101.518425,-38.10129373
RUMAH BERKEMBAR,"SEKSYEN 30 SHAH ALAM, KLANG",12,2.979019,101.518425,-14.00050257
RUMAH BERKEMBAR,"SEKSYEN 6 KOTA DAMANSARA, PETALING",18,3.156324,101.5766438,33.58879812
RUMAH BERKEMBAR,"SEKSYEN 7 KOTA DAMANSARA, PETALING",23,3.171135,101.5751941,29.0914408
RUMAH BERKEMBAR,"SEKSYEN 8 KOTA DAMANSARA, PETALING",14,3.17989,101.5811161,15.8531576
RUMAH BERKEMBAR,"SEKSYEN 9 BANDAR BARU BANGI, ULU LANGAT",14,2.9605674,101.7509615,34.60510267
RUMAH BERKEMBAR,"SEKSYEN 9 KOTA DAMANSARA, PETALING",43,3.180951,101.5851251,28.10238883
RUMAH BERKEMBAR,"SEMANTAN VILLAS, KUALA LUMPUR",27,3.150666,101.6670128,6.628202996
RUMAH BERKEMBAR,"SERENE KIARA, KUALA LUMPUR",39,3.1609269,101.6400352,26.6573975
RUMAH BERKEMBAR,"SERI AMAN HEIGHTS, GOMBAK",124,3.212975,101.59475,20.92151622
RUMAH BERKEMBAR,"SERI BERINGIN (DAMANSARA HEIGHTS), KUALA LUMPUR",28,3.1451967,101.6520463,29.26701709
RUMAH BERKEMBAR,"SERI BULAN, KUALA LUMPUR",13,3.07269,101.7412628,28.31894805
RUMAH BERKEMBAR,"SERI SG LONG, ULU LANGAT",10,3.0392984,101.7830045,8.988039403
RUMAH BERKEMBAR,"SETIA ECOHILL, ULU LANGAT",52,2.9214519,101.8420634,-16.45991112
RUMAH BERKEMBAR,"SG BULOH COUNTRY RESORT, KUALA SELANGOR",35,3.200262,101.4864957,27.75602259
RUMAH BERKEMBAR,"SHAH ALAM UTAMA, PETALING",16,3.1467185,101.6119073,32.35673953
RUMAH BERKEMBAR,"SIERRA DAMANSARA, PETALING",10,3.151583,101.588058,15.46352123
RUMAH BERKEMBAR,"SIERRA DAMANSARA SEK 4 KOTA DAMANSARA, PETALING",36,3.154382,101.5799108,30.34253566
RUMAH BERKEMBAR,"SIERRAMAS RESORT HOMES, GOMBAK",23,3.20271,101.5900139,21.98250697
RUMAH BERKEMBAR,"SIERRAMAS WEST, GOMBAK",15,3.210396,101.5814149,19.11826035
RUMAH BERKEMBAR,"SS 14 SUBANG JAYA, PETALING",66,3.06791,101.589705,30.30232753
RUMAH BERKEMBAR,"SS 17 SUBANG JAYA, PETALING",18,3.075199,101.579247,38.78251524
RUMAH BERKEMBAR,"SS 18 SUBANG JAYA, PETALING",26,3.067895,101.583075,26.92318521
RUMAH BERKEMBAR,"SS 19 SUBANG JAYA, PETALING",26,3.065496,101.578347,36.89768792
RUMAH BERKEMBAR,"SS 1 PETALING JAYA, PETALING",39,3.092618,101.6152999,32.45482755
RUMAH BERKEMBAR,"SS 21 DAMANSARA UTAMA, PETALING",48,3.136021,101.6242589,27.53692056
RUMAH BERKEMBAR,"SS 22 & SS22A DAMANSARA JAYA, PETALING",77,40.5959869,-74.6692397,26.2117355
RUMAH BERKEMBAR,"SS 2 PETALING JAYA, PETALING",18,3.12026,101.6222681,24.41455538
RUMAH BERKEMBAR,"SS 3 PETALING JAYA, PETALING",110,3.091743,101.6106728,30.41164013
RUMAH BERKEMBAR,"SS 4 PETALING JAYA, PETALING",48,3.107318,101.6092609,24.74873796
RUMAH BERKEMBAR,"SS 5 PETALING JAYA, PETALING",31,3.1005311,101.605103,29.6376724
RUMAH BERKEMBAR,"SS 7 PETALING JAYA, PETALING",24,3.09733,101.59722,24.32749978
RUMAH BERKEMBAR,"SUBANG BESTARI, PETALING",24,3.17673,101.5445362,33.118867
RUMAH BERKEMBAR,"SUNWAY DAMANSARA, PETALING",45,3.1497706,101.5996135,32.07085846
RUMAH BERKEMBAR,"SUNWAY PUNCAK MELAWATI, GOMBAK",17,3.2218809,101.7548773,-3.08168809
RUMAH BERKEMBAR,"SUNWAY SPK DAMANSARA, KUALA LUMPUR",153,3.189883,101.621421,23.21055395
RUMAH BERKEMBAR,"SUTERA DAMANSARA, PETALING",15,3.1864631,101.5951595,-2.345235192
RUMAH BERKEMBAR,"SUTERA RESIDENCES, ULU LANGAT",15,3.0111631,101.7604672,18.19649436
RUMAH BERKEMBAR,"TAMAN ALAM DAMAI, KUALA LUMPUR",74,3.0649,101.74092,27.92074716
RUMAH BERKEMBAR,"TAMAN ALAM IMPIAN, KLANG",114,3.0238,101.5155708,32.3404347
RUMAH BERKEMBAR,"TAMAN ALAM SANCTURY, SEPANG",15,2.979302,101.6705678,28.89319557
RUMAH BERKEMBAR,"TAMAN ALAM SHAH, KLANG",13,3.032272,101.4721492,30.60113686
RUMAH BERKEMBAR,"TAMAN AMAN PERDANA, KLANG",545,3.0944125,101.4076494,28.42541526
RUMAH BERKEMBAR,"TAMAN AMPANG MAJU, ULU LANGAT",14,3.152994,101.7546728,28.70860382
RUMAH BERKEMBAR,"TAMAN ANGGERIK EMAS, ULU LANGAT",15,2.968302,101.817486,19.61976495
RUMAH BERKEMBAR,"TAMAN ANTARA GAPI, HULU SELANGOR",15,3.4248533,101.6355817,29.75239567
RUMAH BERKEMBAR,"TAMAN ARKED, SEPANG",24,2.8573972,101.6358971,23.55246488
RUMAH BERKEMBAR,"TAMAN BAIDURI, KUALA LANGAT",14,2.800334,101.4924172,20.61518206
RUMAH BERKEMBAR,"TAMAN BENDAHARA, KUALA SELANGOR",14,3.321435,101.2666259,25.01221982
RUMAH BERKEMBAR,"TAMAN BENTARA, KUALA LANGAT",69,2.9355,101.500519,-59.58923546
RUMAH BERKEMBAR,"TAMAN BUKIT BAYU INDAH, ULU LANGAT",11,3.0543005,101.6735567,24.24133723
RUMAH BERKEMBAR,"TAMAN BUKIT BELIMBING PETALING, PETALING",13,3.029841,101.7330901,21.1406483
RUMAH BERKEMBAR,"TAMAN BUKIT IMPIANA (COUNTRY HEIGHTS), ULU LANGAT",51,2.9895021,101.7592777,22.06195158
RUMAH BERKEMBAR,"TAMAN BUKIT INDAH, GOMBAK",23,3.153699,101.7748958,0.286293863
RUMAH BERKEMBAR,"TAMAN BUKIT KUCHAI, PETALING",13,3.05735,101.6374039,40.21002209
RUMAH BERKEMBAR,"TAMAN BUKIT MANDA'RINA, KUALA LUMPUR",17,3.076663,101.7345877,35.07143242
RUMAH BERKEMBAR,"TAMAN BUKIT MEWAH, ULU LANGAT",63,2.980397,101.8018591,30.20198395
RUMAH BERKEMBAR,"TAMAN BUKIT PERMAI (CHERAS), ULU LANGAT",18,3.0538508,101.7986735,29.3117806
RUMAH BERKEMBAR,"TAMAN BUKIT PRIMA, ULU LANGAT",70,3.0668743,101.7520881,30.99311307
RUMAH BERKEMBAR,"TAMAN BUKIT RAHMAN PUTRA PETALING, PETALING",206,3.216821,101.5603229,27.11940673
RUMAH BERKEMBAR,"TAMAN BUKIT SEGAR EMAS/CHERAS HARTAMAS (AMPG), ULU LANGAT",24,3.0888999,101.7495635,22.6033544
RUMAH BERKEMBAR,"TAMAN BUKIT SEGAR, KUALA LUMPUR",44,3.092248,101.7545551,20.01528117
RUMAH BERKEMBAR,"TAMAN BUKIT SEMENYIH, ULU LANGAT",16,2.949087,101.83415,24.29224708
RUMAH BERKEMBAR,"TAMAN BUKIT SERDANG SEK 11 & 16, PETALING",12,3.040791,101.687805,31.37052173
RUMAH BERKEMBAR,"TAMAN BUKIT SERDANG SEK 5, PETALING",19,3.025402,101.6962898,20.2043512
RUMAH BERKEMBAR,"TAMAN BUKIT SERI SERDANG SEK 10, PETALING",25,3.03848,101.697429,30.74618131
RUMAH BERKEMBAR,"TAMAN BUKIT SG LONG, ULU LANGAT",46,3.0365655,101.7966391,21.98801793
RUMAH BERKEMBAR,"TAMAN BUNGA RAYA KLANG, KLANG",19,3.0206487,101.4658593,30.35829856
RUMAH BERKEMBAR,"TAMAN CASSIA, GOMBAK",16,3.2535016,101.6533256,12.18751579
RUMAH BERKEMBAR,"TAMAN CEMPAKA KUALA LANGAT, KUALA LANGAT",55,2.799326,101.496299,33.02468755
RUMAH BERKEMBAR,"TAMAN CENDERAWASIH (P/L 2690 & 2677), KUALA LANGAT",23,2.832716,101.598387,25.34410922
RUMAH BERKEMBAR,"TAMAN CHANGGANG JAYA, KUALA LANGAT",18,2.828721,101.619699,48.74287125
RUMAH BERKEMBAR,"TAMAN CHERAS IDAMAN, ULU LANGAT",14,3.030558,101.7834239,-22.98140185
RUMAH BERKEMBAR,"TAMAN CHERAS JAYA, ULU LANGAT",38,3.0221,101.7585389,19.69036988
RUMAH BERKEMBAR,"TAMAN CHERAS PERDANA, ULU LANGAT",56,3.0459748,101.7674947,28.64938667
RUMAH BERKEMBAR,"TAMAN CHI LIUNG 1 2 3, KLANG",45,3.0269133,101.428991,20.66840316
RUMAH BERKEMBAR,"TAMAN CUEPACS ULU LANGAT, ULU LANGAT",19,3.0807474,101.7538094,35.08958901
RUMAH BERKEMBAR,"TAMAN DAGANG JAYA, ULU LANGAT",19,3.135179,101.7775012,26.4758156
RUMAH BERKEMBAR,"TAMAN DAGANG, ULU LANGAT",18,3.147794,101.7578279,28.52937106
RUMAH BERKEMBAR,"TAMAN DAHLIA SEPANG, SEPANG",79,2.8308333,101.7246375,39.59039842
RUMAH BERKEMBAR,"TAMAN DAMAI UTAMA, PETALING",16,3.033962,101.6641789,0.357465968
RUMAH BERKEMBAR,"TAMAN DATO HORMAT P/L 5786, KLANG",19,2.906726,101.463277,-15.24177534
RUMAH BERKEMBAR,"TAMAN DATO' HORMAT TPG, KUALA LANGAT",37,2.906726,101.463277,24.14437892
RUMAH BERKEMBAR,"TAMAN DESA BARU, ULU LANGAT",36,3.0308199,101.7730345,27.8382232
RUMAH BERKEMBAR,"TAMAN DESA BUKIT PERMATA (P/L 4033), KLANG",38,3.1611405,101.4101405,43.19197792
RUMAH BERKEMBAR,"TAMAN DESA INDAH KLANG, KLANG",14,3.02461,101.4599099,0.977509366
RUMAH BERKEMBAR,"TAMAN DESA JENJAROM, KUALA LANGAT",29,2.8807653,101.492665,37.82111545
RUMAH BERKEMBAR,"TAMAN DESA KELIANG, HULU SELANGOR",19,3.654898,101.5455751,0.881697189
RUMAH BERKEMBAR,"TAMAN DESA KELISA, HULU SELANGOR",34,3.419897,101.660175,26.29501983
RUMAH BERKEMBAR,"TAMAN DESA KENANGA 2, ULU LANGAT",10,2.9534827,101.834472,-6.442374544
RUMAH BERKEMBAR,"TAMAN DESA KENCANA, KLANG",22,3.134167,101.444504,33.65627035
RUMAH BERKEMBAR,"TAMAN DESA, KUALA LUMPUR",32,3.102996,101.684501,17.15938794
RUMAH BERKEMBAR,"TAMAN DESA MAWAR (P/L 1175), KUALA SELANGOR",42,3.3937,101.1861529,26.68281759
RUMAH BERKEMBAR,"TAMAN DESA MERPATI (JKKK), HULU SELANGOR",44,3.6404203,101.5645116,24.02251083
RUMAH BERKEMBAR,"TAMAN DESA MEWAH, ULU LANGAT",11,2.964026,101.8449821,35.03652003
RUMAH BERKEMBAR,"TAMAN DESA PATIN, HULU SELANGOR",10,3.45001,101.647696,31.07251457
RUMAH BERKEMBAR,"TAMAN DUTA SURIA, ULU LANGAT",17,3.15277,101.7495731,-0.786727869
RUMAH BERKEMBAR,"TAMAN EMAS SABAK BERNAM, SABAK BERNAM",15,3.769493,100.983632,37.87269261
RUMAH BERKEMBAR,"TAMAN ENG ANN, KLANG",36,3.0575591,101.4601796,26.63648801
RUMAH BERKEMBAR,"TAMAN EQUINE, PETALING",99,3.003022,101.679111,13.63703151
RUMAH BERKEMBAR,"TAMAN GARING UTAMA, GOMBAK",56,3.3435723,101.5581999,24.73174596
RUMAH BERKEMBAR,"TAMAN GEMBIRA BARU, KLANG",24,3.0361968,101.4352655,23.78225648
RUMAH BERKEMBAR,"TAMAN HARMONI (SEMENYIH), ULU LANGAT",19,2.955011,101.810425,29.22364235
RUMAH BERKEMBAR,"TAMAN HIJAUAN RESIDENCE, ULU LANGAT",56,3.083432,101.7728392,32.7416812
RUMAH BERKEMBAR,"TAMAN HIJJAZ SAKINAH, KLANG",12,2.956863,101.528671,50.20622004
